No,Latitude,Longitude,Altitude,Date,Time
465,47.656147,-122.312888,17.0,2015/11/13,10:50:41
466,47.656240,-122.312952,31.0,2015/11/13,10:50:49
467,47.656172,-122.313071,56.0,2015/11/13,10:50:56
468,47.656064,-122.313134,56.0,2015/11/13,10:50:59
469,47.656135,-122.313334,47.0,2015/11/13,10:51:14
470,47.656179,-122.313484,47.0,2015/11/13,10:51:15
471,47.656212,-122.313660,45.0,2015/11/13,10:51:16
472,47.656228,-122.313806,43.0,2015/11/13,10:51:17
473,47.656249,-122.314018,49.0,2015/11/13,10:51:19
474,47.656267,-122.314180,44.0,2015/11/13,10:51:21
475,47.656269,-122.314323,40.0,2015/11/13,10:51:23
476,47.656321,-122.314464,41.0,2015/11/13,10:51:27
477,47.656415,-122.314495,41.0,2015/11/13,10:51:31
478,47.656509,-122.314482,40.0,2015/11/13,10:51:35
479,47.656583,-122.314613,31.0,2015/11/13,10:52:10
480,47.656638,-122.314819,33.0,2015/11/13,10:52:12
481,47.656683,-122.315002,33.0,2015/11/13,10:52:14
482,47.656708,-122.315139,34.0,2015/11/13,10:52:16
483,47.656725,-122.315290,36.0,2015/11/13,10:52:20
484,47.656756,-122.315510,36.0,2015/11/13,10:52:32
485,47.656766,-122.315767,30.0,2015/11/13,10:52:34
486,47.656759,-122.315905,31.0,2015/11/13,10:52:35
487,47.656767,-122.316230,32.0,2015/11/13,10:52:38
488,47.656784,-122.316420,33.0,2015/11/13,10:52:40
489,47.656808,-122.316564,30.0,2015/11/13,10:52:42
490,47.656889,-122.316678,26.0,2015/11/13,10:52:45
491,47.656997,-122.316710,32.0,2015/11/13,10:52:48
492,47.657132,-122.316689,27.0,2015/11/13,10:52:51
493,47.657276,-122.316684,27.0,2015/11/13,10:52:53
494,47.657410,-122.316673,26.0,2015/11/13,10:52:55
495,47.657599,-122.316682,27.0,2015/11/13,10:52:57
496,47.657695,-122.316685,27.0,2015/11/13,10:52:58
497,47.657844,-122.316683,29.0,2015/11/13,10:53:00
498,47.657944,-122.316697,29.0,2015/11/13,10:53:03
499,47.658056,-122.316698,31.0,2015/11/13,10:53:21
500,47.658148,-122.316687,31.0,2015/11/13,10:53:22
501,47.658246,-122.316675,31.0,2015/11/13,10:53:23
502,47.658337,-122.316672,32.0,2015/11/13,10:53:24
503,47.658439,-122.316662,32.0,2015/11/13,10:53:25
504,47.658632,-122.316624,34.0,2015/11/13,10:53:28
505,47.658583,-122.316495,37.0,2015/11/13,10:53:41
506,47.658481,-122.316486,39.0,2015/11/13,10:53:46
507,47.658602,-122.316514,46.0,2015/11/13,10:53:51
508,47.658767,-122.316536,47.0,2015/11/13,10:53:53
509,47.658861,-122.316537,46.0,2015/11/13,10:53:54
510,47.658959,-122.316547,47.0,2015/11/13,10:53:55
511,47.659061,-122.316556,48.0,2015/11/13,10:53:56
512,47.659164,-122.316557,51.0,2015/11/13,10:53:57
513,47.659265,-122.316567,51.0,2015/11/13,10:53:58
514,47.659448,-122.316562,56.0,2015/11/13,10:54:00
515,47.659541,-122.316553,57.0,2015/11/13,10:54:01
516,47.659666,-122.316550,53.0,2015/11/13,10:54:03
517,47.659765,-122.316522,60.0,2015/11/13,10:54:07
518,47.659859,-122.316508,48.0,2015/11/13,10:54:21
519,47.659967,-122.316541,39.0,2015/11/13,10:54:23
520,47.660082,-122.316570,40.0,2015/11/13,10:54:25
521,47.660219,-122.316563,41.0,2015/11/13,10:54:27
522,47.660398,-122.316546,40.0,2015/11/13,10:54:29
523,47.660489,-122.316527,41.0,2015/11/13,10:54:30
524,47.660584,-122.316512,42.0,2015/11/13,10:54:31
525,47.660674,-122.316507,41.0,2015/11/13,10:54:32
526,47.660766,-122.316501,43.0,2015/11/13,10:54:33
527,47.660894,-122.316495,44.0,2015/11/13,10:54:35
528,47.660844,-122.316666,34.0,2015/11/13,10:54:42
529,47.660753,-122.316812,32.0,2015/11/13,10:54:44
530,47.660660,-122.316883,27.0,2015/11/13,10:54:46
531,47.660560,-122.316922,25.0,2015/11/13,10:54:49
532,47.660490,-122.316836,23.0,2015/11/13,10:54:58
533,47.660555,-122.316742,23.0,2015/11/13,10:55:45
534,47.660718,-122.316734,26.0,2015/11/13,10:55:48
535,47.660840,-122.316678,24.0,2015/11/13,10:55:49
536,47.660980,-122.316625,25.0,2015/11/13,10:55:50
537,47.661123,-122.316587,29.0,2015/11/13,10:55:51
538,47.661248,-122.316550,32.0,2015/11/13,10:55:52
539,47.661368,-122.316513,34.0,2015/11/13,10:55:53
540,47.661473,-122.316480,35.0,2015/11/13,10:55:54
541,47.661563,-122.316458,38.0,2015/11/13,10:55:55
542,47.661692,-122.316432,41.0,2015/11/13,10:55:57
543,47.661788,-122.316419,47.0,2015/11/13,10:56:00
544,47.661696,-122.316442,52.0,2015/11/13,10:56:15
545,47.661838,-122.316426,72.0,2015/11/13,10:56:38
546,47.661985,-122.316415,73.0,2015/11/13,10:56:40
547,47.662157,-122.316388,75.0,2015/11/13,10:56:42
548,47.662254,-122.316368,75.0,2015/11/13,10:56:43
549,47.662348,-122.316348,75.0,2015/11/13,10:56:44
550,47.662437,-122.316322,79.0,2015/11/13,10:56:45
551,47.662605,-122.316280,79.0,2015/11/13,10:56:47
552,47.662720,-122.316239,79.0,2015/11/13,10:56:49
553,47.662823,-122.316221,73.0,2015/11/13,10:56:51
554,47.662936,-122.316257,54.0,2015/11/13,10:56:53
555,47.663045,-122.316294,55.0,2015/11/13,10:56:55
556,47.663175,-122.316315,55.0,2015/11/13,10:56:57
557,47.663329,-122.316313,56.0,2015/11/13,10:56:59
558,47.663491,-122.316292,55.0,2015/11/13,10:57:01
559,47.663588,-122.316264,54.0,2015/11/13,10:57:02
560,47.663751,-122.316229,55.0,2015/11/13,10:57:04
561,47.663881,-122.316215,56.0,2015/11/13,10:57:06
562,47.663975,-122.316210,58.0,2015/11/13,10:57:08
563,47.664100,-122.316203,56.0,2015/11/13,10:57:11
564,47.664193,-122.316211,54.0,2015/11/13,10:57:14
565,47.664283,-122.316259,55.0,2015/11/13,10:57:22
566,47.664326,-122.316378,63.0,2015/11/13,10:57:33
567,47.664482,-122.316348,65.0,2015/11/13,10:57:59
568,47.664598,-122.316347,58.0,2015/11/13,10:58:00
569,47.664701,-122.316339,60.0,2015/11/13,10:58:01
570,47.664804,-122.316321,60.0,2015/11/13,10:58:02
571,47.664965,-122.316305,60.0,2015/11/13,10:58:04
572,47.665067,-122.316295,61.0,2015/11/13,10:58:06
573,47.665190,-122.316242,52.0,2015/11/13,10:58:40
574,47.665353,-122.316279,53.0,2015/11/13,10:58:42
575,47.665532,-122.316289,53.0,2015/11/13,10:58:44
576,47.665633,-122.316296,53.0,2015/11/13,10:58:45
577,47.665735,-122.316298,53.0,2015/11/13,10:58:46
578,47.665838,-122.316300,53.0,2015/11/13,10:58:47
579,47.665944,-122.316284,53.0,2015/11/13,10:58:48
580,47.666050,-122.316269,54.0,2015/11/13,10:58:49
581,47.666213,-122.316262,51.0,2015/11/13,10:58:51
582,47.666363,-122.316249,49.0,2015/11/13,10:58:53
583,47.666497,-122.316248,44.0,2015/11/13,10:58:55
584,47.666622,-122.316238,46.0,2015/11/13,10:58:57
585,47.666713,-122.316223,44.0,2015/11/13,10:59:00
586,47.666625,-122.316185,48.0,2015/11/13,10:59:13
587,47.666725,-122.316267,49.0,2015/11/13,10:59:23
588,47.666910,-122.316285,43.0,2015/11/13,10:59:25
589,47.667019,-122.316293,40.0,2015/11/13,10:59:26
590,47.667129,-122.316297,42.0,2015/11/13,10:59:27
591,47.667235,-122.316305,41.0,2015/11/13,10:59:28
592,47.667363,-122.316305,40.0,2015/11/13,10:59:29
593,47.667497,-122.316305,38.0,2015/11/13,10:59:30
594,47.667641,-122.316294,37.0,2015/11/13,10:59:31
595,47.667799,-122.316282,38.0,2015/11/13,10:59:32
596,47.667949,-122.316272,37.0,2015/11/13,10:59:33
597,47.668093,-122.316260,37.0,2015/11/13,10:59:34
598,47.668218,-122.316259,38.0,2015/11/13,10:59:35
599,47.668332,-122.316263,37.0,2015/11/13,10:59:36
600,47.668441,-122.316257,39.0,2015/11/13,10:59:37
601,47.668536,-122.316249,42.0,2015/11/13,10:59:38
602,47.668684,-122.316232,40.0,2015/11/13,10:59:40
603,47.668783,-122.316213,45.0,2015/11/13,10:59:42
604,47.668691,-122.316227,43.0,2015/11/13,10:59:59
605,47.668830,-122.316247,43.0,2015/11/13,11:00:26
606,47.668943,-122.316263,41.0,2015/11/13,11:00:27
607,47.669087,-122.316256,43.0,2015/11/13,11:00:28
608,47.669241,-122.316249,43.0,2015/11/13,11:00:29
609,47.669401,-122.316243,43.0,2015/11/13,11:00:30
610,47.669565,-122.316234,45.0,2015/11/13,11:00:31
611,47.669854,-122.316235,48.0,2015/11/13,11:00:33
612,47.670022,-122.316241,47.0,2015/11/13,11:00:34
613,47.670176,-122.316245,45.0,2015/11/13,11:00:35
614,47.670320,-122.316247,44.0,2015/11/13,11:00:36
615,47.670454,-122.316251,41.0,2015/11/13,11:00:37
616,47.670582,-122.316258,40.0,2015/11/13,11:00:38
617,47.670703,-122.316269,38.0,2015/11/13,11:00:39
618,47.670822,-122.316277,39.0,2015/11/13,11:00:40
619,47.670935,-122.316285,40.0,2015/11/13,11:00:41
620,47.671043,-122.316284,42.0,2015/11/13,11:00:42
621,47.671145,-122.316274,40.0,2015/11/13,11:00:43
622,47.671244,-122.316272,38.0,2015/11/13,11:00:44
623,47.671340,-122.316253,38.0,2015/11/13,11:00:45
624,47.671429,-122.316227,37.0,2015/11/13,11:00:46
625,47.671603,-122.316145,42.0,2015/11/13,11:00:48
626,47.671693,-122.316086,43.0,2015/11/13,11:00:49
627,47.671784,-122.316020,45.0,2015/11/13,11:00:50
628,47.671876,-122.315954,44.0,2015/11/13,11:00:51
629,47.671984,-122.315874,48.0,2015/11/13,11:00:52
630,47.672086,-122.315802,50.0,2015/11/13,11:00:53
631,47.672192,-122.315739,53.0,2015/11/13,11:00:54
632,47.672296,-122.315678,52.0,2015/11/13,11:00:55
633,47.672400,-122.315633,51.0,2015/11/13,11:00:56
634,47.672497,-122.315597,48.0,2015/11/13,11:00:57
635,47.672646,-122.315554,51.0,2015/11/13,11:00:59
636,47.672752,-122.315540,56.0,2015/11/13,11:01:02
637,47.672673,-122.315615,58.0,2015/11/13,11:01:09
638,47.672777,-122.315652,57.0,2015/11/13,11:01:14
639,47.672914,-122.315672,55.0,2015/11/13,11:01:16
640,47.673093,-122.315675,56.0,2015/11/13,11:01:18
641,47.673192,-122.315668,57.0,2015/11/13,11:01:19
642,47.673300,-122.315664,59.0,2015/11/13,11:01:20
643,47.673412,-122.315656,59.0,2015/11/13,11:01:21
644,47.673524,-122.315659,52.0,2015/11/13,11:01:22
645,47.673632,-122.315658,52.0,2015/11/13,11:01:23
646,47.673738,-122.315656,52.0,2015/11/13,11:01:24
647,47.673840,-122.315661,50.0,2015/11/13,11:01:25
648,47.673940,-122.315664,51.0,2015/11/13,11:01:26
649,47.674038,-122.315672,52.0,2015/11/13,11:01:27
650,47.674133,-122.315682,57.0,2015/11/13,11:01:28
651,47.674229,-122.315695,58.0,2015/11/13,11:01:29
652,47.674322,-122.315712,60.0,2015/11/13,11:01:30
653,47.674486,-122.315730,62.0,2015/11/13,11:01:32
654,47.674610,-122.315730,62.0,2015/11/13,11:01:34
655,47.674730,-122.315720,63.0,2015/11/13,11:01:37
656,47.674812,-122.315648,66.0,2015/11/13,11:02:02
657,47.674943,-122.315675,68.0,2015/11/13,11:02:04
658,47.675104,-122.315695,66.0,2015/11/13,11:02:06
659,47.675227,-122.315703,67.0,2015/11/13,11:02:08
660,47.675348,-122.315686,70.0,2015/11/13,11:02:11
661,47.675442,-122.315686,72.0,2015/11/13,11:02:15
662,47.675574,-122.315641,59.0,2015/11/13,11:03:45
663,47.675711,-122.315638,62.0,2015/11/13,11:03:47
664,47.675837,-122.315635,61.0,2015/11/13,11:03:49
665,47.675952,-122.315626,60.0,2015/11/13,11:03:52
666,47.676066,-122.315655,60.0,2015/11/13,11:04:17
667,47.676223,-122.315664,61.0,2015/11/13,11:04:19
668,47.676317,-122.315673,61.0,2015/11/13,11:04:20
669,47.676417,-122.315682,64.0,2015/11/13,11:04:21
670,47.676525,-122.315689,63.0,2015/11/13,11:04:22
671,47.676636,-122.315693,61.0,2015/11/13,11:04:23
672,47.676751,-122.315694,60.0,2015/11/13,11:04:24
673,47.676870,-122.315691,58.0,2015/11/13,11:04:25
674,47.676989,-122.315687,58.0,2015/11/13,11:04:26
675,47.677106,-122.315682,59.0,2015/11/13,11:04:27
676,47.677227,-122.315683,57.0,2015/11/13,11:04:28
677,47.677347,-122.315686,58.0,2015/11/13,11:04:29
678,47.677466,-122.315686,62.0,2015/11/13,11:04:30
679,47.677584,-122.315684,63.0,2015/11/13,11:04:31
680,47.677701,-122.315683,62.0,2015/11/13,11:04:32
681,47.677921,-122.315688,60.0,2015/11/13,11:04:34
682,47.678029,-122.315690,63.0,2015/11/13,11:04:35
683,47.678134,-122.315698,62.0,2015/11/13,11:04:36
684,47.678235,-122.315702,63.0,2015/11/13,11:04:37
685,47.678333,-122.315705,62.0,2015/11/13,11:04:38
686,47.678426,-122.315706,63.0,2015/11/13,11:04:39
687,47.678608,-122.315710,63.0,2015/11/13,11:04:41
688,47.678761,-122.315720,65.0,2015/11/13,11:04:43
689,47.678899,-122.315733,66.0,2015/11/13,11:04:45
690,47.679041,-122.315740,68.0,2015/11/13,11:04:47
691,47.679200,-122.315737,70.0,2015/11/13,11:04:49
692,47.679367,-122.315714,71.0,2015/11/13,11:04:51
693,47.679545,-122.315681,72.0,2015/11/13,11:04:53
694,47.679638,-122.315662,72.0,2015/11/13,11:04:54
695,47.679731,-122.315646,71.0,2015/11/13,11:04:55
696,47.679827,-122.315635,70.0,2015/11/13,11:04:56
697,47.679921,-122.315627,70.0,2015/11/13,11:04:57
698,47.680019,-122.315623,71.0,2015/11/13,11:04:58
699,47.680119,-122.315620,71.0,2015/11/13,11:04:59
700,47.680221,-122.315617,72.0,2015/11/13,11:05:00
701,47.680320,-122.315622,72.0,2015/11/13,11:05:01
702,47.680419,-122.315630,71.0,2015/11/13,11:05:02
703,47.680526,-122.315634,70.0,2015/11/13,11:05:03
704,47.680633,-122.315635,70.0,2015/11/13,11:05:04
705,47.680743,-122.315637,69.0,2015/11/13,11:05:05
706,47.680851,-122.315643,68.0,2015/11/13,11:05:06
707,47.680955,-122.315646,68.0,2015/11/13,11:05:07
708,47.681058,-122.315644,67.0,2015/11/13,11:05:08
709,47.681159,-122.315633,68.0,2015/11/13,11:05:09
710,47.681259,-122.315609,69.0,2015/11/13,11:05:10
711,47.681357,-122.315572,70.0,2015/11/13,11:05:11
712,47.681456,-122.315526,72.0,2015/11/13,11:05:12
713,47.681553,-122.315482,71.0,2015/11/13,11:05:13
714,47.681650,-122.315443,73.0,2015/11/13,11:05:14
715,47.681741,-122.315408,74.0,2015/11/13,11:05:15
716,47.681829,-122.315380,72.0,2015/11/13,11:05:16
717,47.681998,-122.315343,74.0,2015/11/13,11:05:18
718,47.682141,-122.315327,72.0,2015/11/13,11:05:20
719,47.682260,-122.315315,73.0,2015/11/13,11:05:22
720,47.682351,-122.315312,72.0,2015/11/13,11:05:24
721,47.682443,-122.315326,71.0,2015/11/13,11:05:27
722,47.682536,-122.315337,71.0,2015/11/13,11:05:33
723,47.682640,-122.315322,72.0,2015/11/13,11:05:36
724,47.682741,-122.315305,72.0,2015/11/13,11:05:38
725,47.682846,-122.315288,71.0,2015/11/13,11:05:40
726,47.682944,-122.315281,70.0,2015/11/13,11:05:42
727,47.683036,-122.315294,70.0,2015/11/13,11:05:44
728,47.683120,-122.315354,68.0,2015/11/13,11:05:46
729,47.683183,-122.315484,71.0,2015/11/13,11:05:48
730,47.683207,-122.315713,70.0,2015/11/13,11:05:50
731,47.683207,-122.315856,71.0,2015/11/13,11:05:51
732,47.683201,-122.316014,71.0,2015/11/13,11:05:52
733,47.683194,-122.316183,71.0,2015/11/13,11:05:53
734,47.683185,-122.316356,70.0,2015/11/13,11:05:54
735,47.683176,-122.316524,70.0,2015/11/13,11:05:55
736,47.683169,-122.316686,70.0,2015/11/13,11:05:56
737,47.683164,-122.316843,70.0,2015/11/13,11:05:57
738,47.683158,-122.316986,69.0,2015/11/13,11:05:58
739,47.683149,-122.317228,68.0,2015/11/13,11:06:00
740,47.683153,-122.317423,67.0,2015/11/13,11:06:02
741,47.683207,-122.317567,68.0,2015/11/13,11:06:04
742,47.683312,-122.317653,67.0,2015/11/13,11:06:06
743,47.683463,-122.317696,66.0,2015/11/13,11:06:08
744,47.683556,-122.317705,67.0,2015/11/13,11:06:09
745,47.683660,-122.317706,68.0,2015/11/13,11:06:10
746,47.683769,-122.317701,68.0,2015/11/13,11:06:11
747,47.683886,-122.317692,68.0,2015/11/13,11:06:12
748,47.684011,-122.317676,69.0,2015/11/13,11:06:13
749,47.684139,-122.317660,69.0,2015/11/13,11:06:14
750,47.684268,-122.317645,70.0,2015/11/13,11:06:15
751,47.684401,-122.317630,72.0,2015/11/13,11:06:16
752,47.684537,-122.317617,71.0,2015/11/13,11:06:17
753,47.684670,-122.317606,72.0,2015/11/13,11:06:18
754,47.684802,-122.317590,73.0,2015/11/13,11:06:19
755,47.684934,-122.317577,73.0,2015/11/13,11:06:20
756,47.685064,-122.317563,73.0,2015/11/13,11:06:21
757,47.685192,-122.317554,77.0,2015/11/13,11:06:22
758,47.685317,-122.317546,77.0,2015/11/13,11:06:23
759,47.685441,-122.317546,81.0,2015/11/13,11:06:24
760,47.685565,-122.317552,83.0,2015/11/13,11:06:25
761,47.685685,-122.317560,83.0,2015/11/13,11:06:26
762,47.685802,-122.317569,84.0,2015/11/13,11:06:27
763,47.685917,-122.317582,87.0,2015/11/13,11:06:28
764,47.686034,-122.317591,90.0,2015/11/13,11:06:29
765,47.686148,-122.317600,89.0,2015/11/13,11:06:30
766,47.686259,-122.317604,90.0,2015/11/13,11:06:31
767,47.686365,-122.317606,89.0,2015/11/13,11:06:32
768,47.686466,-122.317597,88.0,2015/11/13,11:06:33
769,47.686557,-122.317590,88.0,2015/11/13,11:06:34
770,47.686694,-122.317577,89.0,2015/11/13,11:06:36
771,47.686797,-122.317558,87.0,2015/11/13,11:06:39
772,47.686846,-122.317717,89.0,2015/11/13,11:06:46
773,47.686830,-122.317891,87.0,2015/11/13,11:06:49
774,47.686796,-122.318033,89.0,2015/11/13,11:06:53
775,47.686791,-122.317895,88.0,2015/11/13,11:07:03
776,47.686795,-122.317756,90.0,2015/11/13,11:07:07
777,47.686713,-122.317675,93.0,2015/11/13,11:07:19
778,47.686615,-122.317662,100.0,2015/11/13,11:07:27
